Directories,First,Second,Third
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/syria.txt,"(5, 49.5951186)","(6, 28.556121400000002)","(13, 7.6726055)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/vortextransformers.txt,"(16, 97.24004149999999)","(13, 1.2315143000000002)","(10, 0.8951994)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/londonboroughofhouns.txt,"(8, 97.6459535)","(3, 1.4391565)","(1, 0.4998839)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/americanidol.txt,"(14, 73.3343643)","(17, 9.1097322)","(1, 5.202340400000001)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/historyofanime.txt,"(18, 78.2631382)","(10, 8.2743748)","(16, 5.5458949)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/corneliuscardew.txt,"(14, 48.1130662)","(10, 20.8237431)","(17, 13.4292196)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/londonsymphonyorches.txt,"(14, 56.7947843)","(17, 11.6747633)","(8, 9.7349046)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/incrementtheorem.txt,"(2, 96.5620277)","(9, 1.3908712)","(17, 0.3199865)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/medicaleducationinth.txt,"(9, 92.816564)","(10, 4.8946777)","(2, 1.4675348)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/thornscommunitycolle.txt,"(9, 36.3243311)","(17, 21.7955553)","(14, 18.7838699)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/supermeatboy.txt,"(18, 57.2653227)","(16, 14.674014799999998)","(12, 12.9172449)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/wikipediadenyrecogni.txt,"(10, 82.098009)","(12, 15.3013298)","(17, 2.1102154)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/gstring.txt,"(4, 41.0196848)","(17, 24.339461)","(10, 21.590519399999998)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/papuanewguineafootba.txt,"(1, 49.544468200000004)","(9, 27.7627244)","(6, 20.4740308)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/edinburgh.txt,"(8, 79.60576520000001)","(17, 6.0655665999999995)","(6, 3.1746179)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/zadar.txt,"(7, 52.5319319)","(8, 20.9485838)","(6, 12.5737515)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/bugattiveyron.txt,"(4, 81.30933999999999)","(17, 4.8901339)","(14, 4.7102566999999995)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/caffeine.txt,"(15, 85.4719388)","(10, 4.1227247)","(2, 3.0183906)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/takaosaito.txt,"(18, 70.6799972)","(17, 18.0960959)","(9, 6.954998)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/saidgafurov.txt,"(10, 31.057522900000002)","(7, 30.853520099999997)","(13, 12.025588299999999)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/linux.txt,"(12, 87.3063229)","(10, 4.0406384)","(13, 2.9429583)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/essamalridi.txt,"(5, 62.1017697)","(4, 14.532109900000002)","(17, 12.344862500000001)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/fraternitassaturni.txt,"(19, 68.741405)","(7, 11.728376599999999)","(10, 8.2166112)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/chronologyoftheunive.txt,"(2, 95.32149720000001)","(10, 2.294)","(17, 0.9169219)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/victoriamedal.txt,"(8, 40.053432300000004)","(9, 39.9534148)","(6, 13.5140763)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/davidgeffenschoolofm.txt,"(9, 69.352328)","(17, 19.1218377)","(15, 7.6194335)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/pedophilia.txt,"(10, 75.7046986)","(15, 17.2206124)","(13, 6.0225739)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/listofshipsandsubmar.txt,"(11, 53.510035099999996)","(5, 36.3633933)","(8, 3.6546364999999996)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/lovemyway.txt,"(18, 65.8956356)","(17, 22.8088736)","(14, 7.905550799999999)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/pollyplummer.txt,"(0, 73.66617090000001)","(8, 12.9924262)","(10, 12.5270619)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/thepiratebay.txt,"(13, 66.3362226)","(12, 22.7646251)","(17, 5.8247853)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/granburymicropolitan.txt,"(8, 91.208308)","(17, 8.0170949)","(10, 0.1135248)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/germanfederalelectio.txt,"(7, 50.9002347)","(3, 47.8971416)","(10, 0.3479793)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/sexualselection.txt,"(10, 63.2726545)","(15, 17.363815199999998)","(6, 9.1046637)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/raceandgenetics.txt,"(6, 44.997568900000005)","(10, 35.367635400000005)","(15, 11.3152675)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/scarletwitch.txt,"(16, 59.619752000000005)","(0, 20.4981903)","(17, 8.7394997)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/danielbarrerabarrera.txt,"(5, 52.1307983)","(13, 30.0681728)","(17, 9.7962716)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/stpetersseminarydioc.txt,"(9, 45.9964734)","(8, 20.6780914)","(7, 17.9629754)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/maniratnam.txt,"(18, 72.7365818)","(19, 13.2032393)","(9, 3.3172927)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/bayfaircenter.txt,"(8, 38.0837478)","(11, 33.6303798)","(17, 23.3623525)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/philipdefranco.txt,"(17, 39.134685600000005)","(14, 35.994394299999996)","(18, 5.9197515)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/robocopcomics.txt,"(16, 55.5574105)","(17, 15.287785000000001)","(13, 8.9670409)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/w13.txt,"(8, 43.000497100000004)","(17, 26.519487200000004)","(4, 18.7544343)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/americanexceptionali.txt,"(10, 43.2204949)","(17, 20.1224471)","(3, 13.909187900000001)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/hindraf.txt,"(13, 49.9456512)","(3, 23.889019)","(5, 12.3732824)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/jerryleelewis.txt,"(14, 57.2834925)","(17, 31.488549799999998)","(10, 4.252219)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/westendoflondon.txt,"(8, 91.100227)","(13, 4.1233179)","(11, 2.2842886)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/sodiumhypochlorite.txt,"(15, 80.3935029)","(2, 11.5536402)","(4, 3.4006719999999997)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/ousmanezongo.txt,"(17, 59.3036751)","(5, 17.030926599999997)","(13, 16.494830399999998)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/stannsnottingham.txt,"(8, 78.9171506)","(17, 6.5508624)","(6, 5.0774813000000005)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/grahampaige.txt,"(4, 64.36517280000001)","(17, 26.4889355)","(13, 5.944719200000001)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/royalboroughofkensin.txt,"(8, 87.07573)","(7, 3.5861147000000004)","(3, 2.5527644)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/jackblack.txt,"(18, 48.7376757)","(17, 31.2690054)","(14, 13.831667)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/childfund.txt,"(13, 62.2394388)","(17, 10.1159178)","(18, 9.4767581)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/londonboroughofcroyd.txt,"(8, 89.3703548)","(11, 2.6508489)","(13, 2.4701788999999996)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/burping.txt,"(15, 75.7396349)","(4, 9.1139303)","(6, 5.7016104)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/mindyourlanguage.txt,"(0, 35.2420253)","(17, 14.262332299999999)","(18, 10.790374)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/thomassowell.txt,"(10, 32.973600600000005)","(17, 28.4389237)","(9, 22.5042245)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/nightatthemuseumbatt.txt,"(18, 42.2255568)","(17, 31.224650999999998)","(0, 11.0781743)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/williambatesphysicia.txt,"(10, 30.8789884)","(15, 26.5851194)","(17, 21.2716596)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/ichthuschristianfell.txt,"(19, 45.5647681)","(10, 19.2736685)","(17, 17.4290747)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/conspiracytheory.txt,"(10, 73.1107592)","(17, 8.7138247)","(5, 6.3274611)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/geoffsimpson.txt,"(13, 32.176543200000005)","(17, 28.5791063)","(3, 28.1626381)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/elisa_discography.txt,"(5, 64.5891914)","(14, 35.1754714)","(15, 0.0959)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/aiwass.txt,"(19, 60.228786899999996)","(10, 30.628590900000003)","(0, 5.8432059)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/illithid.txt,"(16, 65.1794417)","(10, 15.1807885)","(0, 6.6590766)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/melingoi.txt,"(6, 64.64299770000001)","(7, 23.1499132)","(5, 7.1574868)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/progressivism.txt,"(10, 44.6942344)","(7, 26.415112200000003)","(3, 19.4738993)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/comparisonofbittorre.txt,"(12, 84.8272736)","(13, 7.395911099999999)","(14, 5.3928747999999995)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/gangsterdisciples.txt,"(17, 63.931338100000005)","(5, 15.467588600000001)","(19, 8.443144199999999)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/ono.txt,"(11, 56.5386874)","(6, 14.815231)","(8, 5.8459453)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/listofformermonarchi.txt,"(6, 76.4508361)","(7, 10.6957915)","(19, 5.9446486)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/selmatomontgomerymar.txt,"(3, 56.0260455)","(17, 25.2759443)","(5, 4.9327426)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/yakiniku.txt,"(15, 51.3694103)","(6, 17.6235704)","(5, 12.2459583)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/counciloftarragona.txt,"(7, 58.99009120000001)","(8, 12.5131192)","(3, 12.466991199999999)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/kungfupanda2.txt,"(18, 72.2413047)","(0, 8.5213308)","(17, 7.766867399999999)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/backtothefuture.txt,"(18, 51.0256074)","(17, 24.8231324)","(0, 11.6923354)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/tanithbelbinwhite.txt,"(1, 58.6431484)","(17, 19.0183683)","(14, 15.0566001)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/tilungdommen.txt,"(14, 44.2828455)","(6, 11.3547073)","(16, 9.457156699999999)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/putto.txt,"(7, 39.8416276)","(10, 19.667622)","(19, 16.9708161)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/curl.txt,"(12, 99.5494361)","(17, 0.0671)","(10, 0.0544)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/newyearseve.txt,"(14, 43.4242841)","(8, 14.598287400000002)","(6, 14.3041171)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/charliemccreevy.txt,"(13, 56.471425200000006)","(3, 27.2500497)","(17, 4.7454839)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/serialdigitalvideoou.txt,"(12, 91.8295259)","(10, 4.609551499999999)","(11, 2.9351415)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/greaterlondon.txt,"(8, 81.58707360000001)","(6, 9.0490597)","(13, 5.1398998)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/mamorutakuma.txt,"(17, 32.5386204)","(0, 29.6361409)","(5, 25.0942041)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/essentialoil.txt,"(15, 89.3737606)","(10, 6.0946355)","(4, 2.344033)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/seersucker.txt,"(4, 51.120345199999996)","(6, 15.5456115)","(17, 14.3303605)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/quantumcomputing.txt,"(2, 70.1583327)","(12, 19.4880559)","(13, 3.9435054)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/gulfwarsyndrome.txt,"(15, 63.9120613)","(5, 20.5099886)","(13, 5.9585169)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/realestatebubble.txt,"(13, 79.4927484)","(2, 8.1222904)","(10, 6.2481578)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/augsburguniversity.txt,"(9, 63.4949428)","(17, 16.9213163)","(1, 6.420044799999999)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/37number.txt,"(2, 43.7020938)","(7, 23.7981463)","(16, 17.9974793)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/beagle.txt,"(15, 44.437862700000004)","(6, 15.4850653)","(0, 9.011644200000001)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/flatulencehumor.txt,"(0, 35.4834443)","(10, 21.130405999999997)","(17, 17.7792648)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/appliedscholastics.txt,"(9, 37.0033132)","(10, 28.527566999999998)","(13, 23.5264509)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/matteorenzi.txt,"(3, 68.4864916)","(7, 14.5035895)","(13, 6.2313202)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/rjrosales.txt,"(14, 48.0644877)","(17, 21.4044811)","(9, 10.8914233)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/intermediation.txt,"(13, 66.6732941)","(10, 23.102531000000003)","(1, 7.6888255)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/fatedtoloveyou2008tv.txt,"(0, 70.5085948)","(14, 10.8323349)","(18, 7.5218421)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/tangsoodo.txt,"(4, 68.67629840000001)","(5, 8.3261682)","(10, 6.1444794)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/klarahitler.txt,"(7, 45.350566)","(17, 29.5083394)","(0, 13.0268569)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/karachi.txt,"(8, 64.1371939)","(5, 11.5747053)","(6, 7.6983029)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/maranathabaptistuniv.txt,"(9, 74.6895422)","(17, 10.1227072)","(14, 6.0353664)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/londonboroughofbrent.txt,"(8, 92.619558)","(3, 4.8806690999999995)","(6, 1.226464)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/schrei.txt,"(14, 76.0168623)","(7, 17.3122683)","(17, 3.3163462)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/riseofthetriad.txt,"(16, 49.5064813)","(18, 16.551354500000002)","(12, 13.658094300000002)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/croatianpartyofright.txt,"(3, 59.2048239)","(7, 19.332902599999997)","(15, 8.317605799999999)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/davidjwineland.txt,"(2, 36.2157616)","(9, 34.4119592)","(17, 25.146461399999996)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/roylavernestephenson.txt,"(3, 43.5151814)","(17, 42.3620557)","(9, 10.2905635)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/meansong.txt,"(14, 68.0382851)","(10, 9.8108898)","(17, 8.666579)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/garyweiss.txt,"(17, 52.0354404)","(13, 36.8712763)","(10, 7.331143099999999)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/talmud.txt,"(19, 61.885264799999995)","(10, 30.099617499999997)","(7, 3.5777406999999997)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/comparisonofinternet.txt,"(12, 96.4099284)","(17, 2.0967288)","(7, 1.0417698)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/magicalorganization.txt,"(19, 91.4212636)","(13, 3.7484631999999998)","(14, 2.7907026000000004)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/perversion.txt,"(10, 88.9519372)","(0, 5.5712644)","(3, 1.8610066)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/octanetransformers.txt,"(16, 88.48616849999999)","(4, 3.8027875000000004)","(0, 3.5891768999999996)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/offal.txt,"(15, 81.2516606)","(6, 12.0378372)","(5, 1.3411895)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/corporatocracy.txt,"(13, 74.9019252)","(16, 6.307808199999999)","(6, 4.8432437)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/universallifechurch.txt,"(19, 34.3925276)","(13, 34.254159)","(17, 24.1546066)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/blackfriarspriorysch.txt,"(17, 38.2089255)","(9, 23.5153896)","(8, 19.9813918)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/ph.txt,"(2, 82.4652241)","(15, 12.569229700000001)","(10, 3.5935356)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/doctorofosteopathicm.txt,"(9, 81.726054)","(13, 10.6760554)","(6, 4.591977099999999)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/shootandscoot.txt,"(5, 49.733589499999994)","(4, 42.6324469)","(16, 4.4051579)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/stephenjonesadminist.txt,"(17, 50.1831452)","(9, 23.4253699)","(3, 10.162886799999999)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/banksy.txt,"(14, 25.0227519)","(17, 24.2635382)","(8, 19.9072982)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/remotemanga.txt,"(18, 45.8251171)","(0, 26.1148793)","(17, 14.3997714)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/orsonbean.txt,"(17, 59.161002399999994)","(18, 22.805104800000002)","(0, 6.4363855)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/northpoconohighschoo.txt,"(9, 87.9830747)","(10, 5.2196211)","(2, 2.8141044)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/wikipediawikiquettea.txt,"(10, 89.4042409)","(3, 4.8192457)","(4, 2.5196272)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/miscarriage.txt,"(15, 80.0023143)","(10, 14.5398783)","(0, 1.5127865)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/wikipedianonfreecont.txt,"(12, 53.2320648)","(10, 46.3897939)","(14, 0.1756896)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/missionaryposition.txt,"(10, 59.0136478)","(15, 19.953453099999997)","(4, 8.5356421)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/thiswilldestroyyou.txt,"(14, 66.8651899)","(0, 9.685260699999999)","(10, 8.1111458)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/wheegowhip.txt,"(4, 86.22009800000001)","(13, 6.246491600000001)","(8, 3.1321727)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/scissors.txt,"(4, 68.6492196)","(15, 7.3895216)","(0, 6.308419499999999)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/americanisraelpublic.txt,"(3, 60.4665243)","(17, 15.2782476)","(13, 13.5571835)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/pastliferegression.txt,"(10, 78.0521549)","(19, 7.1004521)","(0, 4.8904627)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/jadakiss.txt,"(14, 71.52415810000001)","(17, 13.5950408)","(13, 6.461322699999999)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/nkosijek.txt,"(1, 90.4796512)","(7, 6.758233)","(13, 0.7798349)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/nobelprize.txt,"(9, 51.92511090000001)","(17, 10.0802163)","(10, 10.0188517)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/michaelmoloney.txt,"(17, 41.1014535)","(18, 39.392002)","(10, 13.388427799999999)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/gamesworkshop.txt,"(16, 59.50296779999999)","(13, 14.402701200000001)","(18, 12.319033)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/barnesvilleminnesota.txt,"(8, 75.7215183)","(17, 10.0862597)","(6, 9.405347899999999)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/groupvotingticket.txt,"(3, 74.5587318)","(11, 8.4564268)","(10, 7.7960319)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/itvtvnetwork.txt,"(11, 78.6927619)","(13, 10.8215736)","(10, 3.042198)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/robertobenigni.txt,"(18, 31.1577641)","(7, 30.075133599999997)","(17, 18.1901926)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/controlrisks.txt,"(13, 83.4212587)","(5, 10.001535)","(17, 2.0933828)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/wilwheaton.txt,"(18, 41.3187221)","(17, 31.7879679)","(16, 7.9927999)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/ontario.txt,"(6, 52.735694499999994)","(8, 19.5569989)","(13, 10.3759744)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/zozobra.txt,"(14, 40.5829472)","(0, 20.039853)","(8, 11.7695233)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/chinesefiredrill.txt,"(4, 33.0525609)","(10, 25.0065558)","(5, 22.6053794)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/grape.txt,"(15, 69.07352089999999)","(6, 17.0162377)","(19, 6.0155139)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/thebookofthelaw.txt,"(19, 44.1485399)","(10, 35.347599)","(17, 8.438078899999999)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/prestashop.txt,"(12, 58.245188999999996)","(13, 30.062949300000003)","(7, 10.6120739)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/homemaking.txt,"(4, 30.022709600000002)","(15, 21.072740200000002)","(13, 18.9221276)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/oldchurchslavonic.txt,"(6, 65.9378778)","(7, 15.9518744)","(19, 10.9648011)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/citrixsystems.txt,"(12, 55.585611300000004)","(13, 35.7422194)","(17, 6.912774300000001)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/worldpopulation.txt,"(6, 58.5789764)","(13, 22.7628417)","(2, 8.7605039)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/movember.txt,"(1, 34.064852099999996)","(17, 21.3003644)","(13, 18.1751567)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/rewbenmashangva.txt,"(14, 39.6346355)","(19, 39.612355300000004)","(17, 15.1664785)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/unitedstatesmensnati.txt,"(1, 88.7200159)","(17, 5.8695477)","(13, 3.4582375)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/existenceofgod.txt,"(10, 62.478506700000004)","(19, 33.6220505)","(2, 1.9575121000000002)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/hubertselbyjr.txt,"(17, 64.8418221)","(10, 14.412537799999999)","(14, 5.5078908)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/recordingindustryass.txt,"(13, 43.3985517)","(14, 28.9761812)","(12, 11.868346)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/wilkinsoncountyschoo.txt,"(9, 61.6986006)","(8, 29.1540788)","(6, 7.434373)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/yangfujia.txt,"(9, 55.376305699999996)","(2, 19.3758595)","(5, 18.0178628)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/wikipediarequestsfor.txt,"(10, 89.4547518)","(12, 7.6940859)","(3, 1.3138758)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/leeconstantine.txt,"(3, 52.6964785)","(17, 16.6494785)","(7, 9.6029024)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/michaeldlumpkin.txt,"(5, 52.02376950000001)","(9, 25.241702)","(3, 9.3410221)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/anachronox.txt,"(18, 30.9926045)","(16, 29.5839178)","(12, 9.149330299999999)"
