Directories,First,Second,Third
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/unitedstateslicensep.txt,"(4, 80.18158122272146)","(13, 3.7340886811935396)","(6, 3.3526284286212777)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/aups.txt,"(9, 49.045762644036316)","(6, 14.372433022723696)","(26, 10.679910494106666)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/listofpeoplefrombuff.txt,"(4, 72.75548485083554)","(30, 5.670202889656035)","(21, 5.031752643561771)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/caesarcipher.txt,"(10, 32.21063384160199)","(13, 24.261946478501095)","(19, 14.147691275621854)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/slingweapon.txt,"(12, 57.30235032575954)","(13, 7.141719242161888)","(20, 7.007969779840033)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/mikemendoza.txt,"(5, 49.995276590597385)","(7, 22.257598730011615)","(26, 14.185259532503672)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/cometholmes.txt,"(20, 47.87514564302895)","(19, 30.922869704689454)","(30, 9.927014069574119)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/areacode910.txt,"(26, 56.18350393515925)","(25, 10.234006070297252)","(20, 9.523070593354507)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/ayoteo.txt,"(21, 67.84015445280772)","(30, 12.140703079422229)","(27, 10.06886423757374)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/barneyglaser.txt,"(27, 29.240595238893146)","(30, 26.75268575892989)","(13, 16.394224119688285)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/ordotempliorientis.txt,"(12, 41.43307921106881)","(8, 17.435981066937682)","(7, 13.047316385094526)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/memorialfieldairport.txt,"(20, 75.07909800902935)","(1, 8.1952015045651)","(4, 5.650886548074897)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/standardraidlevels.txt,"(25, 66.10527525097022)","(19, 20.57262254047983)","(13, 13.132761144409136)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/terrorismintheunited.txt,"(7, 56.86894923345166)","(14, 20.861788238150623)","(28, 5.157618580190123)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/redneck.txt,"(4, 25.879373290716828)","(8, 18.00651838803608)","(6, 16.039506901676003)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/electrostaticloudspe.txt,"(19, 61.95647457086623)","(2, 11.891351811121623)","(13, 11.623015584330352)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/marielboatlift.txt,"(7, 31.75874030197699)","(6, 20.07025561303684)","(14, 17.162502159738917)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/capcom.txt,"(23, 54.912593562339964)","(1, 29.14159344100583)","(3, 5.912156498495946)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/graciebarra.txt,"(29, 43.19288675802254)","(13, 18.714647326524936)","(27, 16.109832681235982)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/x86.txt,"(25, 84.35681806096296)","(13, 10.974551930997967)","(19, 4.580603463161327)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/kenwilber.txt,"(8, 43.930029412875996)","(13, 29.21264118357336)","(30, 6.340391155875004)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/memberstatesofunesco.txt,"(7, 60.39777575067955)","(16, 20.298708224628605)","(9, 6.273237941895961)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/brucegolding.txt,"(16, 44.3114260292088)","(7, 30.346741051819766)","(30, 9.7994718276282)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/bigthree.txt,"(29, 31.607763975806385)","(21, 17.192501640127414)","(4, 15.128972322294645)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/yogurt.txt,"(24, 78.94682938515373)","(22, 4.7757866087874135)","(13, 3.0428966473369963)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/braithwaitesurname.txt,"(4, 85.00618419352325)","(30, 5.283847626693746)","(26, 3.3454334486647093)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/twinpeaks.txt,"(3, 42.40676496183987)","(28, 19.451561888245777)","(5, 17.603534740270163)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/chalice.txt,"(8, 33.890878132621026)","(12, 27.585261479728356)","(9, 7.39190439960658)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/listoftopicscharacte.txt,"(13, 37.00356697772345)","(22, 17.636790039011096)","(18, 16.03781658876706)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/soda.txt,"(24, 53.0614840926667)","(4, 19.525998762010747)","(25, 15.072004528952037)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/takashitakeuchi.txt,"(3, 92.9520520109897)","(15, 2.0073344662518973)","(23, 2.0049244553972607)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/segwaypt.txt,"(2, 57.4585318742132)","(13, 10.952719971118272)","(1, 10.708967039460584)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/wikipediarequestedmo.txt,"(13, 97.9804134220584)","(10, 1.4721837082650076)","(30, 0.07467245483284032)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/ucanttouchthis.txt,"(21, 71.97167380300186)","(5, 9.85768222958225)","(17, 3.567191870903864)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/opengl.txt,"(25, 90.69795047059579)","(13, 5.460606965344928)","(19, 2.932207462617071)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/royal_s_copeland.txt,"(7, 80.07487505180347)","(27, 10.723911074026967)","(18, 6.047581171932225)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/ellenharvelle.txt,"(28, 88.89051658682206)","(13, 3.4863969506977712)","(30, 1.757402196959177)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/abbeymillsmosque.txt,"(14, 25.287505825306038)","(26, 22.064962075424802)","(13, 19.691993791888876)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/mementofilm.txt,"(3, 62.81561849677377)","(13, 14.39653858991002)","(30, 8.828005506782592)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/colorchart.txt,"(19, 22.83012967964592)","(25, 18.72202190345214)","(24, 18.496203890735607)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/brainstorming.txt,"(13, 86.78490007351651)","(1, 5.715121360652954)","(10, 2.9729984874403614)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/greatlakestwa.txt,"(6, 83.76374890211804)","(13, 7.1943548664566395)","(30, 3.3299560764305784)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/dwavesystems.txt,"(19, 53.69383807710316)","(25, 14.247398272301668)","(13, 10.360273634809872)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/sentinelprime.txt,"(17, 81.04302088662114)","(13, 6.963324052204534)","(30, 4.029257699562761)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/monaragalaroyalcolle.txt,"(27, 71.5850172038235)","(16, 24.495998916133416)","(13, 0.530178192653786)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/thekominas.txt,"(21, 50.575846644229884)","(16, 10.073463541214004)","(8, 7.973718533177161)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/thenewyorktimes.txt,"(7, 37.095991831229554)","(30, 20.0181277527014)","(13, 14.957077002778737)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/curveball.txt,"(12, 46.749116123356934)","(13, 15.978877054170642)","(29, 11.553513060658686)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/dembaba.txt,"(29, 90.84314352214457)","(30, 2.9522170248820854)","(15, 1.9131473731390527)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/popidol.txt,"(5, 69.00318916674692)","(21, 9.553738554076396)","(30, 6.958686546151209)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/joeygreco.txt,"(5, 51.70774323286301)","(7, 11.633587575528619)","(30, 11.40683862089861)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/lowlatency.txt,"(26, 40.11454846930664)","(13, 24.59186161805434)","(30, 4.915699184346879)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/dermotahern.txt,"(7, 29.471580164635146)","(1, 28.75558664897855)","(16, 23.40710529322359)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/faithinbuddhism.txt,"(11, 62.775424785037906)","(13, 23.053309980729313)","(8, 12.826252058556806)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/tulku.txt,"(11, 76.56953288903266)","(13, 14.183626378824513)","(30, 3.366246126249416)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/tommydavisscientolog.txt,"(7, 33.24542135779408)","(30, 19.40803761643463)","(3, 14.009930875840476)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/lamanai.txt,"(12, 44.605963526251585)","(6, 29.79943029527059)","(26, 9.29636829410337)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/bankofengland.txt,"(1, 60.89636405500754)","(30, 13.096542967845362)","(26, 9.26379626659075)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/theadventuresofdrmcn.txt,"(17, 50.25617997257644)","(28, 24.527976750680175)","(30, 7.607259506386703)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/nocturnalemission.txt,"(22, 59.704900482603165)","(8, 12.791153585486095)","(13, 8.27748588232389)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/rahul.txt,"(4, 75.4882405593128)","(11, 11.538079133657256)","(16, 9.795204107677314)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/boniver.txt,"(21, 74.63688410128009)","(30, 8.777969810404347)","(5, 5.100802370154221)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/uncharteddrakesfortu.txt,"(23, 55.858163371018065)","(13, 12.660270442357206)","(30, 8.255947230478597)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/omegat.txt,"(25, 85.34598874227926)","(13, 12.007319923646088)","(27, 0.5380752607818358)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/edwardpney.txt,"(19, 42.310462990336156)","(20, 19.905618878468072)","(27, 12.875068623172742)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/brethrenofthefreespi.txt,"(8, 75.68479490273411)","(13, 9.254519164437047)","(30, 7.994302841426627)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/chalfontstpeter.txt,"(26, 66.75156200788844)","(30, 24.85561222893161)","(27, 3.735862168181283)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/bmwm5.txt,"(2, 85.29260611223766)","(13, 5.487380147594841)","(1, 2.2803694689389777)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/hockeytape.txt,"(12, 77.77273617842285)","(29, 15.93987913416555)","(13, 3.782342532259522)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/patlaborthemovie.txt,"(3, 59.0139233609246)","(20, 14.66834872183643)","(28, 6.969378224625555)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/ijustcantwaittobekin.txt,"(3, 33.05819993111317)","(21, 32.221687203114115)","(30, 10.620443970937906)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/mongolbow.txt,"(12, 51.35512314340708)","(11, 21.489553306945588)","(13, 5.877881694285355)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/tashnarnia.txt,"(17, 46.251508843248835)","(28, 14.29881338465708)","(13, 13.273725214697677)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/missionaryldschurch.txt,"(8, 30.71273179281327)","(30, 18.39146520598599)","(13, 14.752236549779335)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/farringdonstation.txt,"(26, 92.93572754777979)","(13, 3.8144141539452154)","(20, 2.205025778560773)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/jamaicakincaid.txt,"(30, 62.05047924405499)","(13, 15.321855850565353)","(3, 4.9389288516467795)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/universitycottageclu.txt,"(27, 57.03971517102965)","(30, 23.674004213030617)","(26, 16.08428251463365)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/daveweldon.txt,"(7, 68.65656280002484)","(27, 12.687990066506163)","(30, 4.434749396314882)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/bukitmerahbusinterch.txt,"(26, 56.33733796894077)","(15, 38.136570314980645)","(27, 2.8063512465288305)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/frenchinvasionofruss.txt,"(14, 70.5261098949295)","(13, 8.117986960667958)","(30, 8.014770273596456)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/sobeloperator.txt,"(19, 93.86899797289134)","(13, 2.4540812614716567)","(25, 2.3111318825010696)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/mikitabukatkin.txt,"(29, 98.19695262502647)","(13, 0.2346880648806481)","(30, 0.21319217473782212)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/fahdofsaudiarabia.txt,"(14, 60.04391695542019)","(30, 27.71682975223398)","(7, 3.216960569992497)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/bristoltemplemeadsra.txt,"(26, 92.336919394925)","(13, 4.787678619398663)","(2, 0.632740714542635)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/davidenichols.txt,"(22, 35.19743651123164)","(30, 17.816043437464465)","(27, 15.10671891134833)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/kennethdougall.txt,"(29, 96.05212284745517)","(30, 1.8329183178071404)","(28, 0.4702481943057478)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/talkshow.txt,"(5, 73.26799143164754)","(13, 17.441942802072308)","(6, 3.5148306767932214)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/bananaqueensland.txt,"(26, 58.207589543456926)","(24, 14.232214185231776)","(27, 12.029903428889993)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/rs.txt,"(10, 45.92550786626395)","(6, 27.934902133131544)","(13, 9.127310344613944)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/eugenics.txt,"(22, 35.81358556329502)","(13, 27.040286884190373)","(8, 18.76585672779923)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/ochspirit.txt,"(12, 52.57075984770514)","(30, 24.72626456759753)","(24, 11.925933352361405)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/centrallondon.txt,"(26, 88.00718331238573)","(13, 8.363270286073215)","(7, 1.56834313441041)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/circumcision.txt,"(22, 59.187127465342726)","(8, 11.032954370914934)","(13, 10.006406658735179)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/rollsroycetrent.txt,"(2, 55.51019885377816)","(20, 26.738175682946952)","(1, 8.6247645081936)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/omegle.txt,"(10, 57.56339511603081)","(13, 26.385684537850533)","(25, 9.913706671962535)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/princeofpersia1989vi.txt,"(23, 61.44030024073398)","(13, 8.931144714448603)","(3, 7.082848389185349)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/listofalbumswithtrac.txt,"(21, 49.518544720525284)","(28, 13.273845714347596)","(23, 11.012703897716221)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/loner.txt,"(22, 39.35189222943724)","(13, 36.572698166025994)","(30, 8.64692514011106)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/thetartan.txt,"(27, 36.42310410607828)","(13, 32.84332276885795)","(7, 11.788220812972519)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/warwick.txt,"(26, 84.02790764389219)","(30, 6.755875453224114)","(6, 2.1330929279007127)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/leeleesobieski.txt,"(3, 61.65722249020735)","(30, 22.301010054721896)","(28, 5.038435870424013)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/rodimus.txt,"(17, 81.20460406388487)","(13, 5.307488004000571)","(28, 2.540154636815209)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/puffthemagicdragon.txt,"(21, 33.96137697304785)","(30, 19.53059184651056)","(3, 16.988026632999688)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/internetexplorer.txt,"(25, 63.249024779947085)","(10, 26.591907424165388)","(13, 7.326440449340349)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/greycourtschool.txt,"(27, 54.20312703897699)","(26, 21.11224143257299)","(28, 7.274963466110263)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/blackpantherparty.txt,"(7, 59.12929804783308)","(14, 9.698291457429068)","(27, 7.442424110090032)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/benaffleck.txt,"(3, 45.47889487872369)","(7, 19.27359366060046)","(30, 18.608286708011963)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/generalpractitioner.txt,"(18, 79.31068298913114)","(13, 10.266559725788202)","(1, 6.10678481514628)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/dell.txt,"(1, 75.25620784179748)","(25, 11.089353874447797)","(13, 3.4305660135393428)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/wadiinternationaluni.txt,"(27, 41.74941500719275)","(18, 35.90417974840647)","(14, 16.035289257851687)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/phantomville.txt,"(3, 36.119389825716944)","(30, 14.51466481239404)","(4, 13.966093439100158)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/indianrunnerduck.txt,"(24, 39.33800659151961)","(30, 12.135573898011543)","(6, 9.48090852170347)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/theamazingrace16.txt,"(29, 39.054030925599946)","(5, 13.839900514014166)","(28, 9.311492559495944)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/specialvisceralaffer.txt,"(22, 83.57997379641404)","(30, 6.552859504226739)","(5, 5.089916737535745)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/roxascapiz.txt,"(9, 34.89252063592856)","(26, 25.958722254113496)","(27, 12.661912503417962)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/unityindiversity.txt,"(8, 50.076689511282034)","(6, 16.4221234025019)","(11, 12.059931578537153)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/whitenoise.txt,"(19, 85.13014218641281)","(13, 7.700335772803745)","(22, 3.591877404525662)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/japanesemobilephonec.txt,"(25, 27.601097245818597)","(10, 20.53570830847816)","(23, 18.146178817609236)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/tcl.txt,"(25, 74.66841448697146)","(13, 17.546909252676887)","(19, 2.3636180185143822)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/standrewscollegegrah.txt,"(4, 37.40462694679651)","(26, 21.892402861432743)","(27, 16.870835184185175)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/londonwaterloostatio.txt,"(26, 83.15739561603117)","(30, 5.105309709672117)","(13, 3.7529502328921946)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/sensoryprocessingsen.txt,"(22, 71.75932399599286)","(13, 23.90739682900473)","(30, 2.320327514719918)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/listofyoungestbirthm.txt,"(30, 69.60602375594954)","(7, 11.675121902810426)","(9, 9.70196781097653)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/medicalschool.txt,"(18, 85.96537202714761)","(13, 4.481880104765017)","(6, 3.081351121814333)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/djent.txt,"(21, 57.63002401119432)","(13, 16.352680173400323)","(3, 6.282385746565505)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/organizationalchart.txt,"(13, 47.248318296371245)","(21, 12.277514488085975)","(27, 8.81977074833075)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/perfume.txt,"(24, 74.15361486874153)","(13, 15.402582653318998)","(22, 2.327498933668013)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/poles.txt,"(9, 36.344373704113416)","(6, 27.980912526949187)","(8, 9.911394165613169)"
