Directories,First,Second,Third
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/trnopoljecamp.txt,"(14, 50.70799311263182)","(6, 20.237603885573353)","(7, 17.90893531862126)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/hnkrijeka.txt,"(29, 86.9823651095065)","(9, 6.557216981481624)","(6, 2.3736806585658625)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/windowdisambiguation.txt,"(25, 30.495652383971933)","(21, 16.966476054280815)","(12, 13.006524067015512)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/blackbolt.txt,"(17, 72.71855093590062)","(28, 10.152401982893117)","(30, 7.475795239333631)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/terpsichore.txt,"(12, 23.0502758760766)","(30, 22.9128836708028)","(21, 15.603738949739245)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/leejiah.txt,"(15, 30.126250255634464)","(3, 29.842269247326186)","(30, 16.33499136694007)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/aleistercrowley.txt,"(30, 43.149554819066005)","(12, 23.745183561238562)","(8, 17.92346273343974)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/terminatorthesarahco.txt,"(5, 31.54202298073383)","(3, 17.62344222108065)","(17, 16.5177321021265)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/internetexplorer9.txt,"(25, 68.42112503852994)","(10, 20.598259335179886)","(13, 9.820698165676115)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/limmy.txt,"(5, 45.6716868311308)","(30, 31.94271593384582)","(26, 7.8580094338715725)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/barkersnotation.txt,"(30, 37.405614015756996)","(19, 33.29949102829124)","(25, 14.118321172256193)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/ipod.txt,"(25, 57.45202550164489)","(1, 15.89441638099602)","(21, 7.7345305395261645)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/quartertone.txt,"(12, 57.47751210593831)","(21, 15.381089586423013)","(19, 11.679258951844517)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/gamalabdelnasser.txt,"(14, 76.8495901585514)","(30, 8.232978810937515)","(13, 5.214468091038857)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/tinygrab.txt,"(10, 58.84287141356768)","(25, 12.993373880451395)","(30, 10.490855033565246)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/alighalebhimmat.txt,"(14, 29.3921729233143)","(4, 20.435116235971)","(7, 20.09792656319868)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/info.txt,"(10, 53.25828684901753)","(13, 22.869988958313197)","(1, 14.71405789096185)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/spiritpossession.txt,"(8, 36.089990902458005)","(28, 15.857119934427793)","(22, 13.540797589061004)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/alsharpton.txt,"(7, 69.58168489260594)","(30, 8.446313531514074)","(5, 5.968162511667975)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/listofberniesandersp.txt,"(4, 56.40930729150448)","(7, 11.829999422120647)","(21, 6.730882697628589)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/sarahvowell.txt,"(30, 51.29364651998869)","(3, 17.745107179278467)","(5, 10.57839717098748)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/topfreedom.txt,"(7, 66.2289367879705)","(13, 7.683148457963735)","(22, 7.344566680379941)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/alabamacrimsontide.txt,"(29, 69.53657522063001)","(27, 23.210784974145206)","(30, 3.8716437282237086)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/listoffemaletransfor.txt,"(17, 85.99394456795848)","(13, 5.51653701741562)","(28, 3.092861416231755)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/2011christchurcheart.txt,"(20, 49.37855105658912)","(26, 16.808975636577333)","(13, 7.492928480501479)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/sainanehwal.txt,"(29, 76.87246415255939)","(15, 10.336047174899642)","(16, 5.986056086876153)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/speakingclock.txt,"(19, 22.065633847341307)","(5, 20.150225393673363)","(10, 16.589096121784014)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/meagangood.txt,"(3, 33.30128463107306)","(30, 21.06830822365606)","(5, 19.766855734110063)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/pregreeksubstrate.txt,"(11, 55.89196174415162)","(13, 9.992641729009078)","(6, 9.766284265642817)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/preventionofterroris.txt,"(7, 53.42005085980052)","(13, 20.782751206145345)","(16, 8.492578591924325)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/blackhebrewisraelite.txt,"(8, 61.42894983469296)","(7, 13.666939863930258)","(6, 10.720924966109209)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/vannawhite.txt,"(30, 25.569971017503125)","(5, 25.32251304871825)","(3, 17.30868446962839)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/me.txt,"(21, 13.927881476364442)","(27, 11.02570482755758)","(18, 11.008347436655528)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/xvideomotioncompensa.txt,"(25, 94.06082463255005)","(13, 5.089647092981534)","(28, 0.5902913954612433)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/highfrequencytrading.txt,"(1, 71.1079993568211)","(13, 16.0102093863403)","(19, 7.566269463204814)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/pediatrics.txt,"(18, 72.23403097534124)","(22, 6.721163806199371)","(8, 5.842767659048426)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/theparkestate.txt,"(26, 92.88934189662218)","(30, 6.2164902527286925)","(1, 0.5376295912501889)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/macintoshoperatingsy.txt,"(25, 82.11701070748605)","(5, 6.896455780600805)","(1, 5.073197530813159)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/londonassembly.txt,"(16, 47.03955297241345)","(26, 30.28365349461731)","(7, 11.504902455380213)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/uefa.txt,"(29, 68.15895909683394)","(6, 12.341993722627793)","(16, 6.9111769349388315)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/worldwideassociation.txt,"(7, 48.83815711977021)","(27, 24.461966714647314)","(1, 6.906663059483647)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/petercarington6thbar.txt,"(16, 46.308470269225005)","(30, 41.487531413656335)","(26, 5.689651845028798)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/rsx11.txt,"(25, 78.45495367282442)","(13, 8.308941738202206)","(1, 6.534873973070559)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/arckanum.txt,"(21, 58.82355620840269)","(30, 17.007674493466084)","(11, 10.000842391559761)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/naprapathicmedicine.txt,"(13, 30.428135981133593)","(3, 25.634464507615462)","(30, 6.082319653012445)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/empirestatebuilding.txt,"(20, 32.52332512166801)","(26, 24.003740558603344)","(1, 12.307080246145945)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/adolescentsexualityi.txt,"(22, 66.64130258057178)","(13, 18.538799597336187)","(27, 4.767796037993685)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/feministmovement.txt,"(8, 35.4673806934522)","(22, 23.042873584340477)","(13, 20.64794845091414)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/eddiefloyd.txt,"(21, 83.12160408374118)","(30, 9.858537522733647)","(20, 2.061956802066586)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/kenya.txt,"(6, 56.12959591271295)","(1, 14.120597575379307)","(18, 4.610711142786082)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/howardkaloogian.txt,"(7, 71.80459745507815)","(13, 8.153115213919241)","(16, 7.602688106104109)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/vdi.txt,"(25, 74.70714667082187)","(9, 10.055349790440085)","(29, 5.088113303618245)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/spoon.txt,"(24, 53.848053117726245)","(12, 28.01921298171482)","(13, 9.159712049801078)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/pyotrstolypin.txt,"(14, 50.633661280931555)","(30, 16.180073378327357)","(9, 8.441527660525585)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/naturetvseries.txt,"(5, 52.05447814159061)","(3, 20.646360105820666)","(13, 9.606858583583811)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/royalcollegewayambak.txt,"(27, 68.61013753497201)","(16, 21.67338456309005)","(29, 4.862322485824469)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/westminsterabbey.txt,"(26, 44.68573537350196)","(30, 39.990946505721574)","(9, 5.572173726773933)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/padubidri.txt,"(26, 50.308249238152655)","(16, 41.36741283761254)","(11, 3.1953683414197243)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/listofstationsinlond.txt,"(26, 99.3831011957554)","(19, 0.30600071609788915)","(13, 0.04222108265986354)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/lettersoflastresort.txt,"(13, 23.031095842958955)","(14, 19.34309052479857)","(20, 18.135410498045164)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/1999americanleaguedi.txt,"(29, 85.69230604777704)","(30, 3.790117004318098)","(5, 2.2842047953146523)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/wikipediadisputereso.txt,"(13, 67.81056550971343)","(3, 8.84372918763301)","(16, 8.47585160220846)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/subthresholdconducti.txt,"(19, 83.7962915123337)","(24, 8.983719248719593)","(13, 3.2624025893705935)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/cambridge.txt,"(26, 66.14308051413855)","(27, 16.312821305026223)","(30, 5.708813015240453)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/bulkheadtransformers.txt,"(17, 75.74748632083741)","(28, 15.785675123560361)","(13, 4.3184484107665115)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/royalrumble2011.txt,"(29, 88.55530917444109)","(28, 3.3079640731560493)","(5, 2.743715412450063)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/rss.txt,"(25, 58.764386515595504)","(13, 19.73313136886089)","(10, 15.218907339972745)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/denniskucinich.txt,"(7, 74.5004052260488)","(14, 5.776920301825499)","(30, 5.749544196961092)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/columbiamaryland.txt,"(27, 46.03250201212223)","(26, 19.680589490694256)","(1, 15.815154905123388)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/incandescentlightbul.txt,"(24, 63.467567181019525)","(19, 15.31841589576534)","(1, 5.127274066851428)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/26thillinoisvoluntee.txt,"(14, 33.26482611108265)","(13, 20.634128674390272)","(7, 17.962932596743812)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/mercure.txt,"(19, 36.51713420939137)","(25, 18.59149664709942)","(1, 12.893140923355528)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/saraha.txt,"(11, 79.6519935254851)","(13, 9.388476465441764)","(30, 8.185652488165926)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/theadventuresoftomsa.txt,"(30, 53.47246587644492)","(3, 19.003041911063566)","(28, 16.542818542789288)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/kazimieraszczuka.txt,"(30, 26.95043514024748)","(9, 24.38507821829401)","(7, 21.993393872916407)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/twix.txt,"(24, 83.43347268847114)","(5, 5.667708499607143)","(30, 3.7126386105894977)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/ugnazi.txt,"(10, 56.80044047647568)","(7, 24.651554799040188)","(1, 5.46422434978928)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/saggingfashion.txt,"(7, 40.02840381390579)","(12, 29.308709646855117)","(27, 9.368592105414807)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/hullblitz.txt,"(20, 44.64662935166733)","(26, 31.23023740189416)","(14, 18.42347317140211)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/middleitalypolitical.txt,"(16, 70.22280961358449)","(9, 14.073091471853028)","(1, 4.789539859469608)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/tiruvarur.txt,"(10, 24.984080748549285)","(16, 24.56813324547096)","(13, 6.695592045563877)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/ferraritestarossa.txt,"(2, 83.05734261995498)","(13, 4.8812622852744205)","(21, 2.651554348746469)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/goguryeo.txt,"(15, 51.47280728242115)","(14, 18.629475261374694)","(6, 13.952839534374775)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/listofgungames.txt,"(23, 80.45385327222674)","(28, 6.050498876144329)","(17, 4.287419744815021)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/masssurveillance.txt,"(10, 50.90402539275558)","(1, 11.674460132619965)","(13, 11.145012112545752)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/brahmakumaris.txt,"(11, 27.979805451813526)","(13, 17.035970144001578)","(8, 15.750823875020526)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/alliancejiujitsu.txt,"(29, 85.25483679928013)","(4, 5.251292436132556)","(27, 4.855364758262638)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/uniformresourceident.txt,"(10, 43.072278897610104)","(13, 32.89820295673398)","(25, 18.691802930491626)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/eastafricanfederatio.txt,"(6, 72.66958568944686)","(1, 11.259204913742888)","(7, 7.731196768087818)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/zhangziyi.txt,"(3, 49.42512179326187)","(15, 25.89186681629647)","(30, 18.355837740542693)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/shakespeareauthorshi.txt,"(30, 61.75158011907958)","(13, 27.737286702654945)","(8, 4.033755154588127)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/internet.txt,"(10, 52.90920937807151)","(13, 15.0899353709305)","(1, 14.188198426877833)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/greeklove.txt,"(8, 65.46214975487584)","(30, 17.583454310694886)","(13, 6.246549153412904)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/cryptome.txt,"(10, 49.368212635223)","(7, 20.623044208020502)","(13, 11.580706095845862)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/supremecommanderforg.txt,"(17, 43.47494742060505)","(23, 25.638299925675017)","(14, 14.320123917084091)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/wikipediaeditorassis.txt,"(13, 74.25688185898962)","(30, 8.679639656467335)","(10, 8.137158725760143)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/patriciaheaton.txt,"(5, 39.33151545486284)","(3, 26.394494856762833)","(30, 12.787400957192782)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/tetrachromacy.txt,"(19, 41.802720456021554)","(22, 29.949851087816587)","(24, 19.658485200901488)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/jessamynwestlibraria.txt,"(30, 32.92429615226911)","(10, 20.720572120883194)","(13, 13.88189835840254)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/michaelssurname.txt,"(4, 87.25447315496744)","(27, 8.493432391203545)","(22, 1.9668806568907113)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/wifi.txt,"(25, 41.570498369025586)","(10, 23.27139744294555)","(19, 15.995850252980215)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/ultrasone.txt,"(23, 29.139173851707454)","(1, 25.07273449267814)","(19, 20.00167519545319)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/vardenafil.txt,"(22, 84.89794082907109)","(1, 9.373740391521018)","(24, 4.53108608023419)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/andrewhowe.txt,"(29, 79.49919954879937)","(30, 8.671931200986723)","(9, 5.394848239913338)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/vato.txt,"(11, 32.06260918691736)","(21, 25.024017554195076)","(26, 10.836201416874728)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/telecomix.txt,"(10, 46.354241582121475)","(13, 21.9968246084923)","(8, 5.498475840573454)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/mathrock.txt,"(21, 59.87190051050302)","(13, 8.384537926349719)","(6, 8.150726035778193)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/tourouniversitycolle.txt,"(18, 41.10853959283703)","(27, 31.0295538200067)","(1, 20.314838838436756)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/rocketmansong.txt,"(21, 59.79595731352041)","(3, 12.08458656199748)","(30, 11.11213345862246)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/justwartheory.txt,"(8, 34.67804672007658)","(14, 31.988172206675657)","(13, 27.962269571431037)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/stlaurencescollege.txt,"(27, 49.814389423195784)","(29, 22.71018323714905)","(4, 11.910656507362017)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/namesdatabase.txt,"(10, 50.92148478797639)","(13, 25.520469476212455)","(1, 16.846928418054215)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/briancampbell.txt,"(29, 76.63356300444147)","(1, 7.008690026173092)","(27, 4.89215443399272)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/listofcastleepisodes.txt,"(5, 78.68558928197687)","(26, 13.330040153048655)","(30, 4.642803476127306)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/casabonita.txt,"(26, 27.579127379255148)","(9, 17.088760177298486)","(5, 12.244009821472732)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/yvesbergeron.txt,"(29, 82.11480804727151)","(4, 13.959250955967157)","(30, 1.5859469439260758)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/sevenstringguitar.txt,"(21, 42.4780255649121)","(12, 35.92135516149659)","(30, 4.641673297099149)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/portaloccultarticles.txt,"(12, 55.15424674913516)","(8, 36.07102274517897)","(11, 3.9827708808412603)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/rosalindpicard.txt,"(13, 29.771400543830556)","(19, 26.00078386537708)","(27, 21.57262551044883)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/ronaldkeys.txt,"(20, 51.94498872888842)","(27, 16.308682893935682)","(14, 15.455676410737262)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/londonpaddingtonstat.txt,"(26, 87.60306149805572)","(30, 5.903690928323503)","(20, 3.0503013740905858)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/nanyue.txt,"(15, 66.11482926337328)","(14, 10.738870103686729)","(6, 8.909232374791348)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/lincolnsudburyregion.txt,"(27, 57.69572799673167)","(7, 9.611115643874951)","(29, 7.040401376782859)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/thomaspaine.txt,"(30, 35.45614466098882)","(8, 21.106081565575547)","(4, 15.980830118423818)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/lostgirl.txt,"(28, 50.51841536247689)","(5, 24.713412616364284)","(3, 7.096424234030174)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/diskcryptor.txt,"(25, 90.9187828505767)","(10, 6.46416970139843)","(13, 1.380380068656912)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/listofjapanesemartia.txt,"(15, 84.06626677342908)","(3, 7.240771075157665)","(29, 5.77968917573742)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/yohancabaye.txt,"(29, 93.61379614633965)","(30, 3.623290142870985)","(6, 1.7388106796217315)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/psilocybinmushroom.txt,"(22, 51.577459788351945)","(6, 12.480049297185191)","(24, 8.914241816299583)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/markjgreen.txt,"(7, 68.63978151803167)","(30, 11.200556527284498)","(5, 5.330986578474618)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/martipellow.txt,"(21, 71.63865600276182)","(30, 14.024475265898895)","(28, 4.398882957499505)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/anjunggeun.txt,"(15, 42.17879174688377)","(30, 21.522771578478224)","(14, 19.274257789895806)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/eurovisionsongcontes.txt,"(5, 32.49174978334566)","(13, 15.799726901761302)","(6, 15.234367890066352)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/differentiatedservic.txt,"(10, 59.72568197293198)","(13, 15.29097919203218)","(19, 12.78792180270095)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/no18netherlandseasti.txt,"(20, 65.78583616990564)","(14, 18.40757432597599)","(6, 9.558114554665636)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/heritagehighschoolro.txt,"(27, 93.90661760691738)","(7, 2.179398551872227)","(13, 0.5508827692305933)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/elias.txt,"(4, 69.08287249249935)","(9, 9.073262920774521)","(3, 4.487184109485235)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/clannad.txt,"(21, 71.86334086049368)","(30, 12.541022347217812)","(6, 6.579985684681944)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/1999sydneyhailstorm.txt,"(20, 69.25676383806253)","(26, 11.649532134380465)","(1, 6.860118816875533)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/thelema.txt,"(12, 35.84939496304971)","(8, 30.719560752462638)","(30, 13.753691673067559)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/splendourinnottingha.txt,"(21, 33.9615036762691)","(5, 15.909544493881638)","(4, 14.019902788244051)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/nottinghampost.txt,"(30, 30.11741007965564)","(26, 28.40828990903074)","(7, 16.72563701847257)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/matchgame.txt,"(5, 59.77943927210308)","(29, 13.895094075136752)","(13, 10.662157451803125)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/lehmanhighschooltexa.txt,"(27, 85.83412252122604)","(7, 6.198103295659565)","(26, 2.5067891769406803)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/johnwinchestersupern.txt,"(28, 87.77915607469762)","(30, 5.950758746094344)","(13, 4.448904701714784)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/doncollege.txt,"(27, 59.66694297105195)","(13, 15.202231544645603)","(30, 10.396217104449956)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/petrarch.txt,"(30, 39.45214495649459)","(9, 30.991480885739175)","(8, 15.14013746830668)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/seatbelt.txt,"(2, 64.08015569231549)","(13, 11.083240330912057)","(22, 8.329228807369379)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/imospizza.txt,"(1, 46.04248511876563)","(24, 39.96750533957522)","(13, 9.262340509154884)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/kazuokoike.txt,"(3, 81.99578024717948)","(23, 7.026473736198839)","(4, 4.227134360520994)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/fenitrothion.txt,"(22, 61.90814424155059)","(24, 33.11787591638777)","(13, 2.0109393811349365)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/churchofstmaryonther.txt,"(8, 38.37564558572066)","(26, 17.561005695508598)","(9, 15.013504617725633)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/stpancrasrailwaystat.txt,"(26, 88.82970996098393)","(30, 5.5462905857379825)","(13, 2.331064542267107)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/unitedworldcollegeof.txt,"(27, 60.71893721129374)","(15, 13.539245705366607)","(16, 7.509271720116288)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/hafezalassad.txt,"(14, 82.98432832723299)","(30, 5.549810909428952)","(13, 4.71991295930761)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/acousticresearch.txt,"(19, 32.807144414265586)","(1, 26.808310300257414)","(2, 14.117453047375806)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/212008film.txt,"(3, 39.12141390364037)","(28, 20.763236054018837)","(29, 9.782955693053243)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/cunliffebrooks.txt,"(26, 61.07495473402773)","(30, 23.339285081282352)","(1, 12.143427225505972)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/prospectnovascotia.txt,"(26, 59.187488933817775)","(6, 15.816690827603827)","(4, 11.206374369022102)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/gnuprivacyguard.txt,"(25, 67.47835848110726)","(10, 23.06904015051363)","(13, 5.286570137431751)"
file:/Users/nevermoar/Documents/mallet-2.0.8/sample-data/web/en/cloudswithoutwater.txt,"(30, 54.94126797147789)","(8, 19.25354020176573)","(12, 13.481282120016026)"
